CrimeCount,Latitude,Longitude
42,40.70108,-73.9179
51,40.70112,-73.93039
39,40.70113,-73.91422
26,40.70122128,-74.01234218
54,40.70140317,-73.9867267
36,40.70157341,-73.90876293
48,40.70166,-73.92754
51,40.7016657,-73.9437303
35,40.70183,-73.90625
23,40.701907,-74.013942
46,40.702013,-73.923769
51,40.70224,-73.982578
53,40.702461,-73.986842
24,40.70255065,-74.0127234
56,40.70255088,-73.98940236
43,40.7027,-73.92095
58,40.70277159,-73.99383605
49,40.702831,-73.9333
51,40.702997,-73.92997
51,40.7031724,-73.940636
41,40.703545,-73.917775
35,40.70355377,-74.00670227
25,40.70365182,-74.01167797
31,40.7037992,-74.00838676
46,40.704,-73.926
32,40.70408,-73.90408
42,40.70411791,-73.94818595
36,40.70413,-73.90737
47,40.704425,-73.92836
48,40.704508,-73.9351
35,40.70461,-73.91054
22,40.70463,-74.01507
24,40.70463334,-74.01361706
30,40.7047177,-74.00926027
41,40.704876,-73.919911
47,40.70510918,-73.94407279
40,40.70530954,-74.00612572
49,40.70531194,-73.97100056
41,40.70538,-73.92535
39,40.70538077,-73.94976519
46,40.70539,-73.92976
45,40.705517,-73.93936
35,40.70553,-73.9096
29,40.70555,-73.90245
42,40.705614,-73.92153
19,40.70569254,-74.01677685
36,40.70577,-73.91292
43,40.70583339,-73.94644578
45,40.706237,-73.933871
40,40.70636,-73.91945
41,40.70684203,-73.9544354
41,40.70686,-73.92851
31,40.70694,-73.90632
38,40.70706456,-74.00731853
44,40.70708701,-73.95796783
40,40.707165,-73.923711
46,40.707174,-73.93581
34,40.70717936,-74.00887308
46,40.70764494,-73.96841526
45,40.70767788,-73.94016171
50,40.707873,-74.00167
34,40.70793,-73.91092
20,40.70834698,-74.01713445
44,40.70838,-74.00495
46,40.708485,-74.002751
45,40.70853074,-73.96408963
40,40.70862144,-74.00722156
37,40.70863,-73.91497
39,40.70869,-73.92587
40,40.70870368,-73.9448625
35,40.70877084,-73.95095259
33,40.70905623,-74.01043382
38,40.70907,-73.92157
41,40.70924826,-73.96063149
44,40.70934,-73.95608
42,40.70955958,-74.00653609
31,40.709697,-73.907856
39,40.7098,-73.91727
41,40.709897,-73.94008
33,40.70998,-73.91116
35,40.71,-73.95
43,40.71019,-73.93734
35,40.71036854,-73.94705951
43,40.71044554,-73.96525063
41,40.710451,-73.960876
39,40.710681,-73.93372
68,40.71076228,-73.99400398
37,40.711066,-74.009447
55,40.71117416,-74.00016545
66,40.71117444,-73.99682619
42,40.71146364,-74.00552427
25,40.711512,-74.015756
35,40.71167351,-73.95141312
69,40.71173107,-73.99193043
35,40.711863,-73.944024
57,40.71219906,-73.97948148
35,40.71246,-73.91873
39,40.71247661,-73.94100005
37,40.71260486,-73.96264403
67,40.71269042,-73.98776323
46,40.71273266,-74.0046073
40,40.71285887,-73.96590294
32,40.71286844,-73.95698119
37,40.71291224,-74.01020234
37,40.713,-74.01
61,40.71307916,-73.99851193
63,40.713126,-73.984844
35,40.71323,-73.93894
37,40.71334184,-74.00935516
32,40.71335226,-73.94910336
35,40.713811,-73.93515
38,40.71401,-73.92793
71,40.71406667,-73.99293911
64,40.71413089,-73.9970468
31,40.71413311,-73.95234386
64,40.714193,-73.996732
60,40.714211,-73.981095
71,40.71427487,-73.98990025
36,40.71429,-73.93323
47,40.71450451,-74.00562789
29,40.71469,-73.95739
36,40.71485151,-74.01122332
58,40.71494807,-74.00234482
31,40.7149787,-74.013012
29,40.715143,-73.944507
25,40.7153379,-74.01658354
32,40.71534825,-73.96024116
31,40.715353,-73.93856
67,40.71559509,-73.9870295
66,40.7158155,-73.99422366
27,40.716,-73.959
32,40.716,-73.962
63,40.71602118,-73.99974372
67,40.71605866,-73.99190759
26,40.7160751,-73.952029
62,40.71622644,-73.98261206
40,40.71625008,-74.0091059
25,40.71638032,-73.94821286
31,40.716657,-73.93637
33,40.716887,-73.963198
24,40.7169811,-73.94485918
65,40.7172274,-73.98802084
58,40.71739973,-73.98016555
26,40.71745169,-73.95850939
39,40.71748752,-74.0104554
34,40.71754834,-74.01322069
54,40.717571,-74.005549
24,40.71766197,-73.94880027
27,40.71773,-73.94051
57,40.71782143,-73.97628939
24,40.71816969,-73.95520136
59,40.71850211,-73.98329859
43,40.71870987,-74.0090009
27,40.71882,-73.93948
67,40.718822,-73.99596
66,40.71893904,-73.99266288
24,40.719,-73.956
28,40.719,-73.959
61,40.719,-74.001
27,40.7190095,-73.95852515
23,40.71907891,-73.9422369
64,40.71910537,-73.99973337
52,40.71911552,-74.00666661
22,40.71915572,-73.94885391
24,40.71924,-73.95242
55,40.71926081,-73.98178024
24,40.71929301,-73.94500379
65,40.719383,-73.991479
61,40.71939226,-74.00247214
42,40.72019521,-74.01030064
65,40.72019576,-73.98997825
28,40.72036775,-73.96165073
60,40.72066442,-73.98517977
63,40.720747,-73.986274
22,40.72079821,-73.95484712
53,40.72082834,-73.97793172
21,40.72084,-73.94844
54,40.7208736,-73.98085795
68,40.72110063,-73.9919254
20,40.72158,-73.94546
61,40.72170005,-74.00238141
22,40.72179134,-73.9504154
51,40.72185379,-74.00771779
19,40.722,-73.944
23,40.722,-73.953
67,40.722055,-73.989111
69,40.72210379,-73.99724901
61,40.72217444,-73.98368779
23,40.72226,-73.93889
55,40.72228087,-73.97668709
68,40.72229346,-73.99147535
57,40.72243797,-74.00566443
27,40.72248189,-73.95921931
56,40.72299208,-73.97995466
65,40.72307749,-73.98583621
21,40.72311651,-73.95212324
69,40.72317958,-73.99480012
19,40.72325,-73.94308
65,40.72362738,-73.99949601
52,40.72368361,-73.97574813
52,40.72387,-73.975767
17,40.72395678,-73.94984365
21,40.724055,-73.955736
48,40.72405549,-74.00965965
59,40.72430832,-74.00473036
62,40.72453734,-73.98185424
67,40.72456089,-73.99565293
18,40.72481256,-73.94752622
62,40.72494672,-74.00165856
18,40.725,-73.947
17,40.725,-73.95
70,40.72502876,-73.99069656
60,40.72521311,-73.97768752
18,40.72557,-73.94434
19,40.72577,-73.94173
51,40.72580614,-73.97422494
71,40.725864,-73.986389
24,40.72606,-73.95621
69,40.72621788,-73.98379855
74,40.7262807,-73.98978041
64,40.726378,-74.000472
71,40.72706363,-73.99662137
17,40.72708584,-73.95299117
61,40.72710258,-74.00297088
56,40.727243,-73.976831
67,40.72740794,-73.98142006
72,40.72743423,-73.99379025
64,40.72746421,-73.97950418
45,40.72771408,-74.01129574
72,40.72779126,-73.98564945
20,40.72795,-73.95414
74,40.7284186,-73.98713956
53,40.728846,-74.008591
74,40.72903917,-73.99404649
22,40.72906,-73.95779
73,40.72917025,-73.99810231
78,40.72951496,-73.9907527
72,40.72953837,-73.98426726
68,40.72966729,-73.98067966
14,40.72984,-73.94839
80,40.73020661,-73.99102628
18,40.73026,-73.95394
67,40.73038599,-74.00214988
74,40.73047309,-73.98672378
71,40.73047747,-73.99906065
61,40.730563,-73.973984
17,40.731,-73.953
80,40.731,-73.992
15,40.73124,-73.95161
80,40.73143724,-73.99490342
56,40.73172428,-74.00674436
28,40.73181402,-73.95995021
71,40.73221853,-73.98165557
80,40.73223272,-73.98889957
71,40.73224119,-74.00026394
72,40.73226398,-73.99852205
20,40.73232194,-73.9550858
64,40.73233978,-73.97898383
84,40.732647,-73.99011
27,40.73266,-73.95826
84,40.73269,-73.98974
55,40.73291553,-74.00711384
65,40.73314259,-73.97573881
83,40.73331967,-73.99510132
70,40.73381219,-73.98054421
14,40.73396,-73.95204
81,40.734,-73.986
86,40.734,-73.992
66,40.73401143,-74.00293877
82,40.734232,-73.986923
84,40.73454567,-73.99074142
85,40.734814,-73.992085
72,40.735238,-74.000271
79,40.73532427,-73.99800419
57,40.73535398,-74.00483091
85,40.73536706,-73.98797393
82,40.735445,-73.99431
18,40.73555,-73.95284
28,40.73564,-73.95866
77,40.73587678,-73.98205027
70,40.735918,-74.000939
49,40.7361967,-74.00859207
84,40.73624527,-73.98473765
73,40.736502,-73.97809472
54,40.73652889,-74.00618026
80,40.737,-73.983
86,40.737,-73.989
83,40.737,-73.992
52,40.737,-74.007
86,40.73704984,-73.99009296
83,40.73726186,-73.99238967
76,40.73781509,-73.99994661
81,40.73804614,-73.99642959
77,40.7381765,-73.97738662
86,40.73827428,-73.98751968
65,40.73901691,-74.00263761
81,40.73912601,-73.97973776
51,40.739323,-74.008119
78,40.73935542,-73.99931783
76,40.739445,-73.976806
61,40.7394482,-74.00507033
82,40.73971301,-73.99456405
86,40.74,-73.986
80,40.74,-73.998
87,40.7403432,-73.98955109
85,40.74096374,-73.98602213
17,40.74128309,-73.93725872
74,40.74144387,-73.97536082
86,40.741459,-73.983293
79,40.74173969,-73.99415556
68,40.74177603,-74.00149746
27,40.74232744,-73.95411749
28,40.7423737,-73.9566
75,40.74238787,-73.99726235
17,40.74252,-73.948852
52,40.74275383,-74.00747359
84,40.74286877,-73.98918629
76,40.74290902,-73.97706058
18,40.743,-73.93561
20,40.743,-73.95
29,40.743,-73.956
78,40.743,-73.98
85,40.743,-73.983
73,40.743,-73.998
82,40.74311555,-73.98215353
62,40.74317449,-74.00366443
71,40.74322681,-73.97449784
54,40.74334935,-74.00681753
33,40.74336608,-73.95960689
69,40.74345335,-74.00004031
61,40.74353373,-74.00367558
15,40.74375241,-73.94176483
79,40.74394314,-73.97966069
81,40.74395411,-73.99144871
67,40.744219,-73.97121214
28,40.74436329,-73.95587325
83,40.74444921,-73.98303529
17,40.74469738,-73.93540375
70,40.74475148,-73.99915362
74,40.74487634,-73.99529885
26,40.7449067,-73.9534573
32,40.745038,-73.957539
84,40.7451677,-73.98683077
18,40.74524768,-73.94733276
63,40.7454973,-74.00197139
79,40.7457121,-73.98194829
16,40.746,-73.935
14,40.746,-73.944
23,40.746,-73.95
31,40.746,-73.959
71,40.746,-73.998
48,40.746,-74.007
80,40.7462009,-73.98855723
74,40.746647,-73.993915
44,40.746745,-74.007756
55,40.74691959,-74.00451887
24,40.74708586,-73.94977234
13,40.74718234,-73.9432635
27,40.74731,-73.95451
70,40.74734825,-73.99723551
71,40.74757396,-73.97880077
77,40.74765947,-73.98490707
64,40.74780373,-73.9734419
18,40.748,-73.9460927
15,40.7485,-73.941275
66,40.7489006,-73.97604882
73,40.749,-73.986
74,40.749,-73.992
76,40.74901271,-73.98848395
73,40.749156,-73.9916
65,40.74937024,-73.99923384
75,40.74964,-73.98805
25,40.74966,-73.9521
53,40.74971775,-74.00295035
55,40.75001986,-73.96905301
74,40.75019995,-73.99093085
63,40.75022392,-73.97121414
74,40.75038009,-73.98338988
18,40.75052534,-73.94594845
70,40.75058535,-73.99468482
54,40.75066386,-74.00176802
73,40.75097711,-73.98765428
19,40.751047,-73.93797
19,40.75110165,-73.94073717
42,40.751396,-74.005226
72,40.751551,-73.993934
67,40.751581,-73.97791
74,40.75172632,-73.98753523
22,40.75186951,-73.9334929
68,40.751873,-73.977706
22,40.7519071,-73.9479119
73,40.752,-73.989
50,40.75206862,-73.96784384
71,40.75216528,-73.97992194
73,40.752269,-73.982079
64,40.75255434,-73.97282625
22,40.7527085,-73.9397405
46,40.752957,-74.00264
72,40.75299641,-73.98721619
25,40.7531106,-73.9279917
55,40.75323098,-73.97032517
17,40.75325964,-73.94335788
23,40.7535992,-73.93795609
68,40.75412081,-73.98025185
47,40.75455731,-73.96592976
58,40.7546011,-73.97187886
68,40.75466591,-73.99138152
57,40.75469175,-73.99740189
24,40.75473,-73.93367
70,40.75492,-73.98455
61,40.755,-73.974
67,40.755,-73.992
65,40.75500254,-73.98014437
62,40.75510267,-73.97498696
68,40.75513557,-73.98658032
24,40.7552433,-73.9485678
50,40.755293,-73.967641
27,40.7557327,-73.9236611
45,40.75594159,-74.0021163
66,40.75640548,-73.9900262
25,40.75651273,-73.92957486
49,40.75660359,-73.9979009
65,40.7568001,-73.98291153
26,40.756913,-73.921631
26,40.7569332,-73.9262231
57,40.75714758,-73.97207836
25,40.757186,-73.932719
62,40.75724568,-73.97805914
21,40.75742,-73.945133
65,40.7575699,-73.99098507
22,40.7576314,-73.9391224
28,40.7577284,-73.9166368
51,40.75797322,-73.96603308
26,40.7580583,-73.9242751
56,40.75828065,-73.97069431
63,40.758397,-73.98255
41,40.75892386,-73.96226227
55,40.75898481,-73.99379969
29,40.759107,-73.959223
42,40.759125,-73.962658
63,40.75929124,-73.98859651
54,40.75934501,-73.96759673
29,40.7595701,-73.9142678
25,40.7596276,-73.9321455
57,40.7597108,-73.97402311
59,40.75992262,-73.97648516
51,40.76009437,-73.99461843
27,40.7601853,-73.9362726
58,40.76019252,-73.9912551
44,40.76030096,-73.99884222
24,40.760339,-73.9222427
59,40.76068327,-73.98452729
39,40.76087502,-74.00277668
53,40.76095756,-73.96724467
59,40.761,-73.98
56,40.761,-73.989
51,40.761,-73.995
25,40.76108,-73.930562
34,40.7612274,-73.96094022
27,40.7612939,-73.91691685
59,40.76132983,-73.97982001
28,40.7614376,-73.9411265
57,40.761573,-73.972628
24,40.761584,-73.925921
54,40.76227205,-73.98788205
57,40.76228826,-73.98336183
51,40.76269882,-73.99301222
30,40.7627442,-73.9391141
28,40.7628138,-73.9342862
57,40.76302594,-73.97209525
45,40.76312584,-73.96526895
23,40.763154,-73.920827
32,40.76315482,-73.9398551
58,40.763189,-73.978434
25,40.7633589,-73.9286471
44,40.76341379,-73.99667444
58,40.76344058,-73.98268129
57,40.76350532,-73.97109243
51,40.76360468,-73.98917958
57,40.76370739,-73.9851615
33,40.7638753,-73.9364848
45,40.763954,-73.9646
58,40.764,-73.971
58,40.764,-73.983
26,40.76408932,-73.91065121
62,40.7643971,-73.97371465
23,40.7647,-73.9240312
42,40.76471852,-73.9622207
27,40.76500525,-73.95818491
57,40.7652654,-73.98192338
25,40.7656251,-73.9136695
26,40.7658346,-73.9265474
54,40.76584941,-73.98690506
28,40.7659,-73.930819
62,40.76590936,-73.97634151
60,40.766368,-73.971518
32,40.76663814,-73.95348296
49,40.76669671,-73.99061728
62,40.76674056,-73.97906899
37,40.7668,-73.9347774
24,40.7671,-73.9169858
42,40.7671284,-73.96224618
40,40.7671863,-73.9373554
44,40.76727216,-73.99392888
24,40.76754878,-73.92093346
51,40.7678008,-73.96592081
57,40.76800889,-73.96845281
35,40.7682,-73.9322662
50,40.768254,-73.988639
24,40.768692,-73.9249574
42,40.76873687,-73.96119945
37,40.76876203,-73.95840794
34,40.7689738,-73.95482273
57,40.76915505,-73.98191841
52,40.7691572,-73.96703464
40,40.7692475,-73.9354504
23,40.7699176,-73.9184057
42,40.7699426,-73.96060712
22,40.7701477,-73.9120938
30,40.7703743,-73.9286078
48,40.770513,-73.988038
41,40.770845,-73.934171
42,40.77112927,-73.95772297
23,40.7711528,-73.9170074
47,40.77118288,-73.96409422
27,40.7713615,-73.9246145
20,40.7713937,-73.9077436
37,40.77140426,-73.9535166
45,40.77149671,-73.99046034
53,40.77163851,-73.98261428
31,40.7724607,-73.9468208
42,40.7727966,-73.95577801
51,40.77282817,-73.96685276
32,40.7728384,-73.94989233
22,40.7729,-73.916142
46,40.77314236,-73.95856158
54,40.7734066,-73.97782542
50,40.773763,-73.96222088
39,40.7739825,-73.9309134
23,40.774591,-73.918544
28,40.774645,-73.923706
47,40.7746671,-73.98470567
43,40.77477945,-73.95427465
21,40.7747878,-73.9125551
44,40.77485,-73.9342
45,40.77492513,-73.98266566
43,40.77515953,-73.98918696
42,40.77518615,-73.94446054
42,40.77536905,-73.94803392
44,40.77565541,-73.95068615
50,40.77573034,-73.9567526
50,40.77579377,-73.97620574
22,40.776165,-73.9153175
49,40.77632142,-73.96427393
39,40.7767,-73.927631
51,40.77677702,-73.9590097
45,40.7770575,-73.97898475
31,40.7774552,-73.9225403
42,40.77748046,-73.98288594
35,40.77750703,-73.98888588
46,40.7779453,-73.946041
54,40.77801203,-73.95407149
54,40.7781314,-73.96069399
48,40.778301,-73.9488134
44,40.7785669,-73.97754961
55,40.77862688,-73.95772073
19,40.7787185,-73.9145645
42,40.77896784,-73.97374737
39,40.77966809,-73.98093045
39,40.78018397,-73.97728533
35,40.78057799,-73.98562431
53,40.7806284,-73.9521667
54,40.7811223,-73.94965589
59,40.7814107,-73.95595908
26,40.78145,-73.9183302
50,40.7817212,-73.94594
31,40.782,-73.986
54,40.78245418,-73.94891962
41,40.782593,-73.971211
41,40.78275,-73.97137
34,40.7829391,-73.9786517
59,40.78307,-73.95939
57,40.7835016,-73.955327
57,40.7839636,-73.9471673
28,40.78414472,-73.98362492
48,40.78472675,-73.96961715
60,40.7849032,-73.950503
36,40.78499979,-73.97283406
28,40.78524672,-73.97667321
59,40.7857851,-73.957481
59,40.7859201,-73.94860294
59,40.7862586,-73.94552579
25,40.7867947,-73.977112
54,40.7869946,-73.94164802
22,40.78720869,-73.98128127
61,40.7877214,-73.94728331
63,40.787801,-73.953559
63,40.788,-73.953
66,40.78813,-73.95206
43,40.7882213,-73.97041561
28,40.78839,-73.9747
63,40.7892105,-73.94370784
57,40.7892529,-73.93956237
67,40.78948542,-73.95242929
21,40.789622,-73.97757
34,40.79017948,-73.97288918
62,40.7903,-73.9597
71,40.7903051,-73.94755757
70,40.7904828,-73.95033068
58,40.791,-73.965
51,40.791,-73.968
61,40.79127,-73.964839
52,40.7919557,-73.968087
69,40.791976,-73.945993
30,40.7921,-73.9739
72,40.7922553,-73.95249933
64,40.7923272,-73.9383
21,40.79313481,-73.97700369
68,40.79329668,-73.9432083
72,40.7934337,-73.94945003
41,40.7937704,-73.971888
60,40.79406661,-73.96286845
30,40.7941654,-73.974124
66,40.7945663,-73.9362541
65,40.7949879,-73.9333349
57,40.795,-73.9645
61,40.795346,-73.96186
71,40.7954121,-73.9441232
72,40.795508,-73.941606
75,40.7961535,-73.94782145
68,40.796879,-73.937261
57,40.7969347,-73.96434123
44,40.7973721,-73.97041192
70,40.79747,-73.93504
71,40.7974772,-73.9311847
78,40.797911,-73.9423
67,40.7981856,-73.9605909
79,40.7987859,-73.9523
77,40.7989445,-73.944846
53,40.79904139,-73.9664948
72,40.799139,-73.9389152
76,40.799484,-73.955613
64,40.7997568,-73.96211287
65,40.8,-73.962
77,40.8005385,-73.9419949
78,40.8006721,-73.9349
53,40.8008363,-73.96644925
79,40.8011939,-73.9500739
79,40.8013066,-73.9398167
38,40.8013434,-73.97114574
80,40.8014866,-73.9442507
76,40.801694,-73.957145
44,40.8021174,-73.96818053
81,40.802535,-73.9532423
78,40.8025566,-73.9490782
59,40.802692,-73.96295
87,40.8029263,-73.9379
81,40.80295,-73.942954
77,40.803,-73.956
79,40.8038654,-73.9559308
83,40.804038,-73.945925
47,40.804213,-73.96699104
83,40.804372,-73.951475
85,40.8045555,-73.9396861
79,40.805159,-73.954692
95,40.805726,-73.936322
52,40.805973,-73.964928
67,40.8067581,-73.9607082
86,40.80698,-73.941747
92,40.80756,-73.939182
80,40.8078316,-73.949373
51,40.8082,-73.9641
85,40.808442,-73.9452087
68,40.8086249,-73.9596214
69,40.809,-73.959
80,40.80949535,-73.94776493
75,40.809725,-73.953149
72,40.81,-73.9551508
67,40.81028506,-73.95736456
82,40.8107922,-73.9430681
53,40.8109494,-73.9634
72,40.8114323,-73.9518776
58,40.8120562,-73.9612547
78,40.8125511,-73.9492286
64,40.813358,-73.956461
64,40.8143256,-73.9590255
69,40.81439444,-73.95324737
56,40.818299,-73.960405
